id,session,run,trial_in_run,ctrl,cond,fb,rating,conf,trial,target,fb_2_target,rating_clean,rating_2_target,rating_2_fb
2,1,1,1,0,1,4,6,0,1,6,-2,6,0,2
2,1,1,2,0,1,7,5,2,2,6,1,5,-1,-2
2,1,1,3,0,2,9,9,0,3,9,0,9,0,0
2,1,1,4,0,1,11,6,2,4,6,5,6,0,-5
2,1,1,5,0,2,7,8,2,5,9,-2,8,-1,1
2,1,1,6,0,1,0,7,1,6,6,-6,7,1,7
2,1,1,7,0,1,6,6,1,7,6,0,6,0,0
2,1,1,8,1,2,5,11,3,8,9,-4,NA,NA,NA
2,1,1,9,0,2,8,8,2,9,9,-1,8,-1,0
2,1,1,10,0,2,10,9,3,10,9,1,9,0,-1
2,1,2,1,0,1,5,7,3,11,6,-1,7,1,2
2,1,2,2,0,2,8,8,4,12,9,-1,8,-1,0
2,1,2,3,0,1,8,6,3,13,6,2,6,0,-2
2,1,2,4,0,2,8,8,4,14,9,-1,8,-1,0
2,1,2,5,0,1,11,6,2,15,6,5,6,0,-5
2,1,2,6,0,2,6,9,2,16,9,-3,9,0,3
2,1,2,7,0,2,11,9,1,17,9,2,9,0,-2
2,1,2,8,0,1,11,6,1,18,6,5,6,0,-5
2,1,2,9,0,2,7,10,0,19,9,-2,10,1,3
2,1,2,10,1,1,8,1,6,20,6,2,NA,NA,NA
2,1,3,1,0,1,9,6,1,21,6,3,6,0,-3
2,1,3,2,0,1,5,7,2,22,6,-1,7,1,2
2,1,3,3,0,2,11,8,2,23,9,2,8,-1,-3
2,1,3,4,0,2,9,9,3,24,9,0,9,0,0
2,1,3,5,0,2,8,8,5,25,9,-1,8,-1,0
2,1,3,6,0,1,6,6,3,26,6,0,6,0,0
2,1,3,7,1,2,8,8,4,27,9,-1,NA,NA,NA
2,1,3,8,0,1,8,7,5,28,6,2,7,1,-1
2,1,3,9,0,2,12,9,6,29,9,3,9,0,-3
2,1,3,10,0,1,10,-1,5,30,6,4,-1,-7,-11
2,1,4,1,0,2,8,10,4,31,9,-1,10,1,2
2,1,4,2,1,1,10,11,2,32,6,4,NA,NA,NA
2,1,4,3,0,2,10,8,4,33,9,1,8,-1,-2
2,1,4,4,0,1,12,8,4,34,6,6,8,2,-4
2,1,4,5,0,2,9,9,3,35,9,0,9,0,0
2,1,4,6,0,1,5,8,2,36,6,-1,8,2,3
2,1,4,7,0,2,9,9,5,37,9,0,9,0,0
2,1,4,8,0,1,6,6,3,38,6,0,6,0,0
2,1,4,9,0,1,4,7,4,39,6,-2,7,1,3
2,1,4,10,0,2,8,9,6,40,9,-1,9,0,1
2,1,5,1,0,1,6,7,3,41,6,0,7,1,1
2,1,5,2,0,1,8,6,4,42,6,2,6,0,-2
2,1,5,3,1,2,7,8,7,43,9,-2,NA,NA,NA
2,1,5,4,0,2,6,9,4,44,9,-3,9,0,3
2,1,5,5,0,2,9,8,2,45,9,0,8,-1,-1
2,1,5,6,0,1,9,6,3,46,6,3,6,0,-3
2,1,5,7,0,1,8,-1,3,47,6,2,-1,-7,-9
2,1,5,8,0,1,5,6,2,48,6,-1,6,0,1
2,1,5,9,0,2,7,9,4,49,9,-2,9,0,2
2,1,5,10,0,2,9,8,3,50,9,0,8,-1,-1
2,1,6,1,0,2,6,8,5,51,9,-3,8,-1,2
2,1,6,2,0,2,10,10,4,52,9,1,10,1,0
2,1,6,3,0,1,8,8,4,53,6,2,8,2,0
2,1,6,4,0,1,7,6,3,54,6,1,6,0,-1
2,1,6,5,1,1,5,10,2,55,6,-1,NA,NA,NA
2,1,6,6,0,1,5,5,4,56,6,-1,5,-1,0
2,1,6,7,0,2,6,10,7,57,9,-3,10,1,4
2,1,6,8,0,2,5,9,3,58,9,-4,9,0,4
2,1,6,9,0,2,10,10,3,59,9,1,10,1,0
2,1,6,10,0,1,9,5,3,60,6,3,5,-1,-4
2,2,7,1,0,1,5,6,0,61,6,-1,6,0,1
2,2,7,2,0,1,12,7,2,62,6,6,7,1,-5
2,2,7,3,0,2,12,9,0,63,9,3,9,0,-3
2,2,7,4,0,1,9,5,1,64,6,3,5,-1,-4
2,2,7,5,0,2,12,11,5,65,9,3,11,2,-1
2,2,7,6,0,1,5,9,4,66,6,-1,9,3,4
2,2,7,7,0,1,10,7,4,67,6,4,7,1,-3
2,2,7,8,1,2,10,6,3,68,9,1,NA,NA,NA
2,2,7,9,0,2,12,9,2,69,9,3,9,0,-3
2,2,7,10,0,2,6,10,2,70,9,-3,10,1,4
2,2,8,1,0,1,5,6,2,71,6,-1,6,0,1
2,2,8,2,0,2,12,10,3,72,9,3,10,1,-2
2,2,8,3,0,1,8,7,5,73,6,2,7,1,-1
2,2,8,4,0,2,12,9,2,74,9,3,9,0,-3
2,2,8,5,0,1,5,5,3,75,6,-1,5,-1,0
2,2,8,6,0,2,6,12,6,76,9,-3,12,3,6
2,2,8,7,0,2,9,11,6,77,9,0,11,2,2
2,2,8,8,0,1,9,6,3,78,6,3,6,0,-3
2,2,8,9,0,2,12,9,2,79,9,3,9,0,-3
2,2,8,10,1,1,7,9,9,80,6,1,NA,NA,NA
2,2,9,1,0,1,7,6,4,81,6,1,6,0,-1
2,2,9,2,0,1,6,6,4,82,6,0,6,0,0
2,2,9,3,0,2,9,9,2,83,9,0,9,0,0
2,2,9,4,0,2,10,10,3,84,9,1,10,1,0
2,2,9,5,0,2,12,9,5,85,9,3,9,0,-3
2,2,9,6,0,1,10,7,4,86,6,4,7,1,-3
2,2,9,7,1,2,12,11,8,87,9,3,NA,NA,NA
2,2,9,8,0,1,7,7,4,88,6,1,7,1,0
2,2,9,9,0,2,10,9,4,89,9,1,9,0,-1
2,2,9,10,0,1,5,6,4,90,6,-1,6,0,1
2,2,10,1,0,2,6,7,1,91,9,-3,7,-2,1
2,2,10,2,1,1,6,7,3,92,6,0,NA,NA,NA
2,2,10,3,0,2,9,9,2,93,9,0,9,0,0
2,2,10,4,0,1,9,6,6,94,6,3,6,0,-3
2,2,10,5,0,2,8,9,3,95,9,-1,9,0,1
2,2,10,6,0,1,9,7,5,96,6,3,7,1,-2
2,2,10,7,0,2,6,9,4,97,9,-3,9,0,3
2,2,10,8,0,1,10,8,2,98,6,4,8,2,-2
2,2,10,9,0,1,2,5,2,99,6,-4,5,-1,3
2,2,10,10,0,2,12,9,1,100,9,3,9,0,-3
2,2,11,1,0,1,9,7,4,101,6,3,7,1,-2
2,2,11,2,0,1,9,7,4,102,6,3,7,1,-2
2,2,11,3,1,2,8,7,9,103,9,-1,NA,NA,NA
2,2,11,4,0,2,9,10,3,104,9,0,10,1,1
2,2,11,5,0,2,9,10,4,105,9,0,10,1,1
2,2,11,6,0,1,8,7,3,106,6,2,7,1,-1
2,2,11,7,0,1,3,6,4,107,6,-3,6,0,3
2,2,11,8,0,1,3,6,3,108,6,-3,6,0,3
2,2,11,9,0,2,8,9,5,109,9,-1,9,0,1
2,2,11,10,0,2,12,11,5,110,9,3,11,2,-1
2,2,12,1,0,2,8,7,2,111,9,-1,7,-2,-1
2,2,12,2,0,2,10,9,4,112,9,1,9,0,-1
2,2,12,3,0,1,7,7,4,113,6,1,7,1,0
2,2,12,4,0,1,10,6,3,114,6,4,6,0,-4
2,2,12,5,1,1,5,1,7,115,6,-1,NA,NA,NA
2,2,12,6,0,1,9,8,5,116,6,3,8,2,-1
2,2,12,7,0,2,7,9,3,117,9,-2,9,0,2
2,2,12,8,0,2,7,9,3,118,9,-2,9,0,2
2,2,12,9,0,2,12,10,3,119,9,3,10,1,-2
2,2,12,10,0,1,9,7,4,120,6,3,7,1,-2
2,3,13,1,0,1,8,4,2,121,6,2,4,-2,-4
2,3,13,2,0,1,6,6,2,122,6,0,6,0,0
2,3,13,3,0,2,7,10,1,123,9,-2,10,1,3
2,3,13,4,0,1,6,7,3,124,6,0,7,1,1
2,3,13,5,0,2,8,9,2,125,9,-1,9,0,1
2,3,13,6,0,1,7,6,5,126,6,1,6,0,-1
2,3,13,7,0,1,7,6,6,127,6,1,6,0,-1
2,3,13,8,1,2,7,4,8,128,9,-2,NA,NA,NA
2,3,13,9,0,2,11,8,4,129,9,2,8,-1,-3
2,3,13,10,0,2,7,8,3,130,9,-2,8,-1,1
2,3,14,1,0,1,5,4,3,131,6,-1,4,-2,-1
2,3,14,2,0,2,11,9,4,132,9,2,9,0,-2
2,3,14,3,0,1,6,6,5,133,6,0,6,0,0
2,3,14,4,0,2,9,9,3,134,9,0,9,0,0
2,3,14,5,0,1,3,6,4,135,6,-3,6,0,3
2,3,14,6,0,2,7,8,3,136,9,-2,8,-1,1
2,3,14,7,0,2,4,9,4,137,9,-5,9,0,5
2,3,14,8,0,1,7,6,4,138,6,1,6,0,-1
2,3,14,9,0,2,7,8,2,139,9,-2,8,-1,1
2,3,14,10,1,1,7,8,7,140,6,1,NA,NA,NA
2,3,15,1,0,1,1,6,4,141,6,-5,6,0,5
2,3,15,2,0,1,7,7,3,142,6,1,7,1,0
2,3,15,3,0,2,8,8,4,143,9,-1,8,-1,0
2,3,15,4,0,2,12,9,4,144,9,3,9,0,-3
2,3,15,5,0,2,6,10,3,145,9,-3,10,1,4
2,3,15,6,0,1,7,5,2,146,6,1,5,-1,-2
2,3,15,7,1,2,7,2,7,147,9,-2,NA,NA,NA
2,3,15,8,0,1,6,7,4,148,6,0,7,1,1
2,3,15,9,0,2,6,10,4,149,9,-3,10,1,4
2,3,15,10,0,1,9,6,5,150,6,3,6,0,-3
2,3,16,1,0,2,4,9,4,151,9,-5,9,0,5
2,3,16,2,1,1,7,10,8,152,6,1,NA,NA,NA
2,3,16,3,0,2,6,10,5,153,9,-3,10,1,4
2,3,16,4,0,1,7,7,4,154,6,1,7,1,0
2,3,16,5,0,2,4,9,3,155,9,-5,9,0,5
2,3,16,6,0,1,5,6,4,156,6,-1,6,0,1
2,3,16,7,0,2,7,8,0,157,9,-2,8,-1,1
2,3,16,8,0,1,5,7,5,158,6,-1,7,1,2
2,3,16,9,0,1,1,6,6,159,6,-5,6,0,5
2,3,16,10,0,2,10,7,2,160,9,1,7,-2,-3
2,3,17,1,0,2,9,8,3,161,9,0,8,-1,-1
2,3,17,2,1,1,10,9,9,162,6,4,NA,NA,NA
2,3,17,3,0,2,2,9,3,163,9,-7,9,0,7
2,3,17,4,0,1,4,6,2,164,6,-2,6,0,2
2,3,17,5,0,2,5,8,2,165,9,-4,8,-1,3
2,3,17,6,0,1,9,5,2,166,6,3,5,-1,-4
2,3,17,7,0,2,6,9,2,167,9,-3,9,0,3
2,3,17,8,0,1,10,7,3,168,6,4,7,1,-3
2,3,17,9,0,1,6,5,3,169,6,0,5,-1,-1
2,3,17,10,0,2,6,9,2,170,9,-3,9,0,3
2,3,18,1,0,2,4,9,2,171,9,-5,9,0,5
2,3,18,2,0,2,6,6,0,172,9,-3,6,-3,0
2,3,18,3,0,1,7,6,2,173,6,1,6,0,-1
2,3,18,4,0,1,7,5,3,174,6,1,5,-1,-2
2,3,18,5,1,1,11,3,7,175,6,5,NA,NA,NA
2,3,18,6,0,1,5,6,2,176,6,-1,6,0,1
2,3,18,7,0,2,11,10,3,177,9,2,10,1,-1
2,3,18,8,0,2,9,9,3,178,9,0,9,0,0
2,3,18,9,0,2,11,9,4,179,9,2,9,0,-2
2,3,18,10,0,1,10,5,6,180,6,4,5,-1,-5
4,1,1,1,0,1,7,6,6,1,6,1,6,0,-1
4,1,1,2,0,1,8,11,10,2,6,2,11,5,3
4,1,1,3,0,2,11,9,8,3,9,2,9,0,-2
4,1,1,4,0,1,7,6,6,4,6,1,6,0,-1
4,1,1,5,0,2,11,10,7,5,9,2,10,1,-1
4,1,1,6,0,1,12,8,7,6,6,6,8,2,-4
4,1,1,7,0,1,7,9,8,7,6,1,9,3,2
4,1,1,8,1,2,1,8,2,8,9,-8,NA,NA,NA
4,1,1,9,0,2,11,12,10,9,9,2,12,3,1
4,1,1,10,0,2,12,9,6,10,9,3,9,0,-3
4,1,2,1,0,1,12,6,3,11,6,6,6,0,-6
4,1,2,2,0,2,11,10,8,12,9,2,10,1,-1
4,1,2,3,0,1,12,7,7,13,6,6,7,1,-5
4,1,2,4,0,2,7,7,5,14,9,-2,7,-2,0
4,1,2,5,0,1,12,7,7,15,6,6,7,1,-5
4,1,2,6,0,2,11,5,8,16,9,2,5,-4,-6
4,1,2,7,0,2,10,7,2,17,9,1,7,-2,-3
4,1,2,8,0,1,11,5,4,18,6,5,5,-1,-6
4,1,2,9,0,2,12,9,8,19,9,3,9,0,-3
4,1,2,10,1,1,11,3,1,20,6,5,NA,NA,NA
4,1,3,1,0,1,11,3,5,21,6,5,3,-3,-8
4,1,3,2,0,1,7,0,3,22,6,1,0,-6,-7
4,1,3,3,0,2,12,11,9,23,9,3,11,2,-1
4,1,3,4,0,2,12,8,5,24,9,3,8,-1,-4
4,1,3,5,0,2,12,10,7,25,9,3,10,1,-2
4,1,3,6,0,1,12,7,5,26,6,6,7,1,-5
4,1,3,7,1,2,6,-1,8,27,9,-3,NA,NA,NA
4,1,3,8,0,1,8,6,10,28,6,2,6,0,-2
4,1,3,9,0,2,10,12,8,29,9,1,12,3,2
4,1,3,10,0,1,7,8,7,30,6,1,8,2,1
4,1,4,1,0,2,7,11,8,31,9,-2,11,2,4
4,1,4,2,1,1,12,1,1,32,6,6,NA,NA,NA
4,1,4,3,0,2,10,10,7,33,9,1,10,1,0
4,1,4,4,0,1,8,6,10,34,6,2,6,0,-2
4,1,4,5,0,2,6,8,8,35,9,-3,8,-1,2
4,1,4,6,0,1,6,7,7,36,6,0,7,1,1
4,1,4,7,0,2,8,10,0,37,9,-1,10,1,2
4,1,4,8,0,1,4,6,10,38,6,-2,6,0,2
4,1,4,9,0,1,12,7,7,39,6,6,7,1,-5
4,1,4,10,0,2,12,10,3,40,9,3,10,1,-2
4,1,5,1,0,1,10,12,8,41,6,4,12,6,2
4,1,5,2,0,1,11,5,0,42,6,5,5,-1,-6
4,1,5,3,1,2,11,3,3,43,9,2,NA,NA,NA
4,1,5,4,0,2,6,-1,6,44,9,-3,-1,-10,-7
4,1,5,5,0,2,10,11,9,45,9,1,11,2,1
4,1,5,6,0,1,11,5,7,46,6,5,5,-1,-6
4,1,5,7,0,1,0,7,2,47,6,-6,7,1,7
4,1,5,8,0,1,7,2,10,48,6,1,2,-4,-5
4,1,5,9,0,2,9,-1,8,49,9,0,-1,-10,-10
4,1,5,10,0,2,9,9,10,50,9,0,9,0,0
4,1,6,1,0,2,4,9,4,51,9,-5,9,0,5
4,1,6,2,0,2,7,9,8,52,9,-2,9,0,2
4,1,6,3,0,1,11,8,6,53,6,5,8,2,-3
4,1,6,4,0,1,11,7,3,54,6,5,7,1,-4
4,1,6,5,1,1,10,4,6,55,6,4,NA,NA,NA
4,1,6,6,0,1,12,7,7,56,6,6,7,1,-5
4,1,6,7,0,2,10,9,9,57,9,1,9,0,-1
4,1,6,8,0,2,12,9,5,58,9,3,9,0,-3
4,1,6,9,0,2,7,10,7,59,9,-2,10,1,3
4,1,6,10,0,1,12,7,6,60,6,6,7,1,-5
4,2,7,1,0,1,6,8,0,61,6,0,8,2,2
4,2,7,2,0,1,9,6,5,62,6,3,6,0,-3
4,2,7,3,0,2,9,10,0,63,9,0,10,1,1
4,2,7,4,0,1,6,7,4,64,6,0,7,1,1
4,2,7,5,0,2,10,8,6,65,9,1,8,-1,-2
4,2,7,6,0,1,10,6,7,66,6,4,6,0,-4
4,2,7,7,0,1,8,7,3,67,6,2,7,1,-1
4,2,7,8,1,2,12,1,5,68,9,3,NA,NA,NA
4,2,7,9,0,2,10,8,4,69,9,1,8,-1,-2
4,2,7,10,0,2,4,9,5,70,9,-5,9,0,5
4,2,8,1,0,1,8,6,7,71,6,2,6,0,-2
4,2,8,2,0,2,6,11,7,72,9,-3,11,2,5
4,2,8,3,0,1,6,8,0,73,6,0,8,2,2
4,2,8,4,0,2,8,7,4,74,9,-1,7,-2,-1
4,2,8,5,0,1,6,9,7,75,6,0,9,3,3
4,2,8,6,0,2,10,10,7,76,9,1,10,1,0
4,2,8,7,0,2,8,7,5,77,9,-1,7,-2,-1
4,2,8,8,0,1,0,-1,4,78,6,-6,-1,-7,-1
4,2,8,9,0,2,11,10,6,79,9,2,10,1,-1
4,2,8,10,1,1,8,-1,7,80,6,2,NA,NA,NA
4,2,9,1,0,1,11,5,6,81,6,5,5,-1,-6
4,2,9,2,0,1,8,7,4,82,6,2,7,1,-1
4,2,9,3,0,2,12,11,8,83,9,3,11,2,-1
4,2,9,4,0,2,11,11,9,84,9,2,11,2,0
4,2,9,5,0,2,10,8,4,85,9,1,8,-1,-2
4,2,9,6,0,1,9,7,6,86,6,3,7,1,-2
4,2,9,7,1,2,12,11,1,87,9,3,NA,NA,NA
4,2,9,8,0,1,9,7,1,88,6,3,7,1,-2
4,2,9,9,0,2,6,9,3,89,9,-3,9,0,3
4,2,9,10,0,1,9,6,8,90,6,3,6,0,-3
4,2,10,1,0,2,6,10,6,91,9,-3,10,1,4
4,2,10,2,1,1,8,10,9,92,6,2,NA,NA,NA
4,2,10,3,0,2,12,10,8,93,9,3,10,1,-2
4,2,10,4,0,1,9,6,7,94,6,3,6,0,-3
4,2,10,5,0,2,12,10,9,95,9,3,10,1,-2
4,2,10,6,0,1,9,4,0,96,6,3,4,-2,-5
4,2,10,7,0,2,6,8,5,97,9,-3,8,-1,2
4,2,10,8,0,1,6,5,2,98,6,0,5,-1,-1
4,2,10,9,0,1,1,5,5,99,6,-5,5,-1,4
4,2,10,10,0,2,8,8,4,100,9,-1,8,-1,0
4,2,11,1,0,1,5,4,5,101,6,-1,4,-2,-1
4,2,11,2,0,1,6,6,6,102,6,0,6,0,0
4,2,11,3,1,2,11,8,5,103,9,2,NA,NA,NA
4,2,11,4,0,2,9,6,8,104,9,0,6,-3,-3
4,2,11,5,0,2,9,8,8,105,9,0,8,-1,-1
4,2,11,6,0,1,12,5,0,106,6,6,5,-1,-7
4,2,11,7,0,1,9,7,5,107,6,3,7,1,-2
4,2,11,8,0,1,6,6,4,108,6,0,6,0,0
4,2,11,9,0,2,10,8,9,109,9,1,8,-1,-2
4,2,11,10,0,2,8,10,8,110,9,-1,10,1,2
4,2,12,1,0,2,9,8,0,111,9,0,8,-1,-1
4,2,12,2,0,2,12,9,4,112,9,3,9,0,-3
4,2,12,3,0,1,6,8,4,113,6,0,8,2,2
4,2,12,4,0,1,9,7,4,114,6,3,7,1,-2
4,2,12,5,1,1,9,9,9,115,6,3,NA,NA,NA
4,2,12,6,0,1,5,7,6,116,6,-1,7,1,2
4,2,12,7,0,2,10,10,8,117,9,1,10,1,0
4,2,12,8,0,2,9,9,6,118,9,0,9,0,0
4,2,12,9,0,2,10,10,7,119,9,1,10,1,0
4,2,12,10,0,1,6,5,6,120,6,0,5,-1,-1
4,3,13,1,0,1,2,8,7,121,6,-4,8,2,6
4,3,13,2,0,1,11,6,5,122,6,5,6,0,-5
4,3,13,3,0,2,12,9,5,123,9,3,9,0,-3
4,3,13,4,0,1,8,4,5,124,6,2,4,-2,-4
4,3,13,5,0,2,12,9,7,125,9,3,9,0,-3
4,3,13,6,0,1,6,6,0,126,6,0,6,0,0
4,3,13,7,0,1,12,7,4,127,6,6,7,1,-5
4,3,13,8,1,2,9,5,1,128,9,0,NA,NA,NA
4,3,13,9,0,2,11,8,0,129,9,2,8,-1,-3
4,3,13,10,0,2,12,10,5,130,9,3,10,1,-2
4,3,14,1,0,1,3,6,0,131,6,-3,6,0,3
4,3,14,2,0,2,12,10,2,132,9,3,10,1,-2
4,3,14,3,0,1,8,7,4,133,6,2,7,1,-1
4,3,14,4,0,2,9,8,8,134,9,0,8,-1,-1
4,3,14,5,0,1,7,3,7,135,6,1,3,-3,-4
4,3,14,6,0,2,7,8,6,136,9,-2,8,-1,1
4,3,14,7,0,2,12,11,4,137,9,3,11,2,-1
4,3,14,8,0,1,9,9,8,138,6,3,9,3,0
4,3,14,9,0,2,11,11,10,139,9,2,11,2,0
4,3,14,10,1,1,8,4,8,140,6,2,NA,NA,NA
4,3,15,1,0,1,7,8,2,141,6,1,8,2,1
4,3,15,2,0,1,10,8,7,142,6,4,8,2,-2
4,3,15,3,0,2,12,10,5,143,9,3,10,1,-2
4,3,15,4,0,2,11,10,5,144,9,2,10,1,-1
4,3,15,5,0,2,11,8,7,145,9,2,8,-1,-3
4,3,15,6,0,1,12,6,7,146,6,6,6,0,-6
4,3,15,7,1,2,12,2,7,147,9,3,NA,NA,NA
4,3,15,8,0,1,4,8,4,148,6,-2,8,2,4
4,3,15,9,0,2,12,10,6,149,9,3,10,1,-2
4,3,15,10,0,1,12,7,3,150,6,6,7,1,-5
4,3,16,1,0,2,5,8,0,151,9,-4,8,-1,3
4,3,16,2,1,1,9,4,3,152,6,3,NA,NA,NA
4,3,16,3,0,2,9,10,5,153,9,0,10,1,1
4,3,16,4,0,1,7,9,4,154,6,1,9,3,2
4,3,16,5,0,2,9,9,5,155,9,0,9,0,0
4,3,16,6,0,1,8,6,4,156,6,2,6,0,-2
4,3,16,7,0,2,9,8,3,157,9,0,8,-1,-1
4,3,16,8,0,1,8,8,7,158,6,2,8,2,0
4,3,16,9,0,1,12,7,6,159,6,6,7,1,-5
4,3,16,10,0,2,9,10,10,160,9,0,10,1,1
4,3,17,1,0,1,7,9,5,161,6,1,9,3,2
4,3,17,2,0,1,11,7,8,162,6,5,7,1,-4
4,3,17,3,1,2,9,3,1,163,9,0,NA,NA,NA
4,3,17,4,0,2,11,8,9,164,9,2,8,-1,-3
4,3,17,5,0,2,7,11,6,165,9,-2,11,2,4
4,3,17,6,0,1,12,8,6,166,6,6,8,2,-4
4,3,17,7,0,1,9,10,2,167,6,3,10,4,1
4,3,17,8,0,1,9,5,4,168,6,3,5,-1,-4
4,3,17,9,0,2,11,10,8,169,9,2,10,1,-1
4,3,17,10,0,2,9,9,6,170,9,0,9,0,0
4,3,18,1,0,2,10,10,6,171,9,1,10,1,0
4,3,18,2,0,2,10,10,7,172,9,1,10,1,0
4,3,18,3,0,1,9,7,5,173,6,3,7,1,-2
4,3,18,4,0,1,7,5,6,174,6,1,5,-1,-2
4,3,18,5,1,1,11,10,8,175,6,5,NA,NA,NA
4,3,18,6,0,1,7,7,8,176,6,1,7,1,0
4,3,18,7,0,2,7,9,7,177,9,-2,9,0,2
4,3,18,8,0,2,9,9,8,178,9,0,9,0,0
4,3,18,9,0,2,9,7,0,179,9,0,7,-2,-2
4,3,18,10,0,1,7,5,7,180,6,1,5,-1,-2
5,1,1,1,0,1,9,4,2,1,6,3,4,-2,-5
5,1,1,2,0,1,6,7,2,2,6,0,7,1,1
5,1,1,3,0,2,12,8,6,3,9,3,8,-1,-4
5,1,1,4,0,1,9,6,5,4,6,3,6,0,-3
5,1,1,5,0,2,6,9,7,5,9,-3,9,0,3
5,1,1,6,0,1,7,7,4,6,6,1,7,1,0
5,1,1,7,0,1,0,5,4,7,6,-6,5,-1,5
5,1,1,8,1,2,6,3,3,8,9,-3,NA,NA,NA
5,1,1,9,0,2,12,10,8,9,9,3,10,1,-2
5,1,1,10,0,2,10,10,7,10,9,1,10,1,0
5,1,2,1,0,1,4,7,5,11,6,-2,7,1,3
5,1,2,2,0,2,6,8,6,12,9,-3,8,-1,2
5,1,2,3,0,1,12,6,7,13,6,6,6,0,-6
5,1,2,4,0,2,9,8,4,14,9,0,8,-1,-1
5,1,2,5,0,1,9,7,4,15,6,3,7,1,-2
5,1,2,6,0,2,7,9,6,16,9,-2,9,0,2
5,1,2,7,0,2,6,8,5,17,9,-3,8,-1,2
5,1,2,8,0,1,9,7,5,18,6,3,7,1,-2
5,1,2,9,0,2,12,9,6,19,9,3,9,0,-3
5,1,2,10,1,1,6,6,7,20,6,0,NA,NA,NA
5,1,3,1,0,1,12,8,6,21,6,6,8,2,-4
5,1,3,2,0,1,3,8,5,22,6,-3,8,2,5
5,1,3,3,0,2,7,9,6,23,9,-2,9,0,2
5,1,3,4,0,2,9,8,4,24,9,0,8,-1,-1
5,1,3,5,0,2,12,9,6,25,9,3,9,0,-3
5,1,3,6,0,1,7,5,4,26,6,1,5,-1,-2
5,1,3,7,1,2,12,1,8,27,9,3,NA,NA,NA
5,1,3,8,0,1,7,5,6,28,6,1,5,-1,-2
5,1,3,9,0,2,10,10,6,29,9,1,10,1,0
5,1,3,10,0,1,7,6,5,30,6,1,6,0,-1
5,1,4,1,0,2,7,10,6,31,9,-2,10,1,3
5,1,4,2,1,1,7,10,3,32,6,1,NA,NA,NA
5,1,4,3,0,2,0,8,4,33,9,-9,8,-1,8
5,1,4,4,0,1,7,5,4,34,6,1,5,-1,-2
5,1,4,5,0,2,6,7,4,35,9,-3,7,-2,1
5,1,4,6,0,1,12,5,4,36,6,6,5,-1,-7
5,1,4,7,0,2,6,8,4,37,9,-3,8,-1,2
5,1,4,8,0,1,0,5,3,38,6,-6,5,-1,5
5,1,4,9,0,1,10,4,3,39,6,4,4,-2,-6
5,1,4,10,0,2,7,8,2,40,9,-2,8,-1,1
5,1,5,1,0,1,8,7,4,41,6,2,7,1,-1
5,1,5,2,0,1,7,5,3,42,6,1,5,-1,-2
5,1,5,3,1,2,7,11,2,43,9,-2,NA,NA,NA
5,1,5,4,0,2,12,8,7,44,9,3,8,-1,-4
5,1,5,5,0,2,11,10,6,45,9,2,10,1,-1
5,1,5,6,0,1,10,7,4,46,6,4,7,1,-3
5,1,5,7,0,1,3,8,3,47,6,-3,8,2,5
5,1,5,8,0,1,11,5,4,48,6,5,5,-1,-6
5,1,5,9,0,2,6,8,3,49,9,-3,8,-1,2
5,1,5,10,0,2,0,8,2,50,9,-9,8,-1,8
5,1,6,1,0,2,3,8,4,51,9,-6,8,-1,5
5,1,6,2,0,2,8,7,3,52,9,-1,7,-2,-1
5,1,6,3,0,1,8,5,5,53,6,2,5,-1,-3
5,1,6,4,0,1,7,7,5,54,6,1,7,1,0
5,1,6,5,1,1,8,5,1,55,6,2,NA,NA,NA
5,1,6,6,0,1,7,7,5,56,6,1,7,1,0
5,1,6,7,0,2,8,8,6,57,9,-1,8,-1,0
5,1,6,8,0,2,8,9,6,58,9,-1,9,0,1
5,1,6,9,0,2,10,9,6,59,9,1,9,0,-1
5,1,6,10,0,1,0,5,6,60,6,-6,5,-1,5
5,2,7,1,0,1,4,5,2,61,6,-2,5,-1,1
5,2,7,2,0,1,8,5,4,62,6,2,5,-1,-3
5,2,7,3,0,2,8,8,5,63,9,-1,8,-1,0
5,2,7,4,0,1,6,7,6,64,6,0,7,1,1
5,2,7,5,0,2,10,9,6,65,9,1,9,0,-1
5,2,7,6,0,1,7,7,5,66,6,1,7,1,0
5,2,7,7,0,1,4,6,5,67,6,-2,6,0,2
5,2,7,8,1,2,7,6,3,68,9,-2,NA,NA,NA
5,2,7,9,0,2,6,8,6,69,9,-3,8,-1,2
5,2,7,10,0,2,9,7,5,70,9,0,7,-2,-2
5,2,8,1,0,1,4,5,4,71,6,-2,5,-1,1
5,2,8,2,0,2,9,7,6,72,9,0,7,-2,-2
5,2,8,3,0,1,5,6,5,73,6,-1,6,0,1
5,2,8,4,0,2,11,8,7,74,9,2,8,-1,-3
5,2,8,5,0,1,6,5,6,75,6,0,5,-1,-1
5,2,8,6,0,2,10,9,6,76,9,1,9,0,-1
5,2,8,7,0,2,7,8,5,77,9,-2,8,-1,1
5,2,8,8,0,1,6,7,4,78,6,0,7,1,1
5,2,8,9,0,2,7,8,5,79,9,-2,8,-1,1
5,2,8,10,1,1,7,4,4,80,6,1,NA,NA,NA
5,2,9,1,0,1,6,5,5,81,6,0,5,-1,-1
5,2,9,2,0,1,5,5,6,82,6,-1,5,-1,0
5,2,9,3,0,2,8,9,6,83,9,-1,9,0,1
5,2,9,4,0,2,4,7,7,84,9,-5,7,-2,3
